ankle_angle,knee_angle,hip_angle
-0.0077701817427448,0.0111368639466975,-0.0021649874425831
-0.0080947172514012,0.0109969442243448,-0.0024112411658209
-0.0087346615514095,0.0107139796086952,-0.0029018864044284
-0.0093438249599289,0.0103223177269635,-0.0034717711223991
-0.0095873315772295,0.0100067459625665,-0.0039000431957209
-0.0094419617183374,0.009902750894314,-0.0040797637527867
-0.008806810943898,0.0099826522111035,-0.0041587358839511
-0.0076536658651149,0.0102902470660059,-0.0040998312794122
-0.0064356829288992,0.0106741824940868,-0.0039717612557964
-0.0046419442337051,0.0112424418217297,-0.0037832061740153
-0.0024700569788666,0.0118854063703322,-0.0036115271185312
-0.0006488021128288,0.0123582921826025,-0.0035403253457437
0.0014112971596445,0.0127813783924631,-0.0035696037435195
0.0035700558319531,0.013058743314208,-0.0037600886608444
0.0051911555223531,0.013099237935972,-0.0040522024871163
0.0066661128370767,0.0129162745877374,-0.0044928909384859
0.0080304270171053,0.0124510117652652,-0.0051208778335704
0.0089347000951057,0.0118463853636158,-0.0057441181246755
0.0095499850649751,0.0110568685328963,-0.0064186926404591
0.0099870931922497,0.0099942833973793,-0.0072047760225613
0.0101756563092905,0.0089569890777005,-0.0078900832569076
0.0101784473698881,0.0079152023611998,-0.0085046282733927
0.0100455542429578,0.0067233057523481,-0.0091179515142699
0.009829209354575,0.0056438374665753,-0.0095960204519377
0.0095466707366915,0.0046709154190727,-0.0099468010873285
0.0091682333508613,0.0036451629407381,-0.0102202937254158
0.0087545295853376,0.0027106533465761,-0.0103870757498664
0.0083396758393145,0.0019029100249594,-0.0104609825048548
0.0078668906945765,0.0010809598064252,-0.0104704651350661
0.0073739175744191,0.0003011092392753,-0.0104366087447697
0.0069263603054252,-0.0003662179465487,-0.0103777484902042
0.0064522660916147,-0.0010486957957284,-0.0102952717623789
0.0059639740577446,-0.0017351233392018,-0.010201270940689
0.0055364917688494,-0.0023281418322777,-0.0101142254665094
0.0050974933491788,-0.0029361646562671,-0.0100182599426564
0.0046519802102513,-0.0035593083494847,-0.0099076081693289
0.0042733694034058,-0.0040783052054116,-0.0098105172680183
0.003891222500854,-0.0045875717820068,-0.009709527347398
0.0035102082748788,-0.0050808284134688,-0.0095896595222374
0.0031935148208798,-0.0054490752027786,-0.0094801774472128
0.0028716980232337,-0.0057869578189096,-0.0093694754483102
0.0025655611486141,-0.0060704549504921,-0.009242177404685
0.0023258193672982,-0.0062266578417782,-0.009111104832101
0.0020960363615126,-0.0063401059687381,-0.0089787746144427
0.0018984311789258,-0.0063960236370974,-0.0088410861726314
0.0017665114507898,-0.0063566537686123,-0.0086976656652688
0.0016587238253826,-0.0062765452910908,-0.0085562131057984
0.0015880162537327,-0.0061566951926039,-0.0084150383557606
0.001572737520153,-0.0059726518238934,-0.0082650598238866
0.0015858936869422,-0.0057547995690429,-0.0080956919812614
0.0016246447294322,-0.0055237677071385,-0.0079157806231859
