ankle_angle,knee_angle,hip_angle
-0.31496392079385505,0.26766820880936626,0.6748612289392728
-0.3087158346357306,0.2551820676636978,0.6691733433504172
-0.302918524483041,0.24613110862954635,0.665121811384676
-0.30726487783807954,0.24437895291389555,0.6582784280902239
-0.3128325736519795,0.24703757129157822,0.6488264927157203
-0.3130345614247556,0.2560752920572815,0.6479248891537277
-0.3154561585096882,0.2695671462981837,0.6558724158657521
-0.3152931519845765,0.2823607275750426,0.658590371298144
-0.3147122173636978,0.28474539908532037,0.6525108151911363
-0.31800059606082876,0.28794785910615595,0.6455010721819465
-0.3216676617233176,0.2925957291610013,0.637658769937798
-0.3224847367455226,0.302796343621762,0.6350764246880223
-0.31629819449519925,0.3180031164559791,0.6349156250996106
-0.3123050187258052,0.334528227990635,0.6322734937061583
-0.30611136812701467,0.33539385169317093,0.6230260609876979
-0.2657801904494823,0.26758052789529785,0.5761295293230155
-0.2240209847821646,0.20323445310848154,0.5319925687035902
-0.24802216457757265,0.26066030019658815,0.5568270624465805
-0.28675769770832993,0.3422534435233655,0.5891587976517307
-0.30579620110830774,0.38601180358063747,0.596375367941322
-0.3029015469722287,0.3936271465508705,0.5852679319984935
-0.29874021434251663,0.40402657695515787,0.5780162028425995
-0.29026413656301386,0.41732875474200526,0.5799856370181229
-0.2796705356370701,0.4316605333104766,0.5845768946965029
-0.26685015265394085,0.4431322254362917,0.5826480260602365
-0.2562022555013517,0.45378310661067545,0.5773890812491285
-0.24705763701107575,0.4603151392199112,0.569263407297699
-0.23938785836303822,0.46269966183289757,0.5567302805900272
-0.23145292992404887,0.4670299334704717,0.5441410748345223
-0.22146702122215167,0.4791203805883555,0.5421195995030454
-0.20997978895240088,0.4975909019446627,0.5471856042877126
-0.1995431015953928,0.5146959278870908,0.5539973510312874
-0.19155831530315126,0.517139237098788,0.5483778642730059
-0.18595566188245538,0.5002065990611082,0.5254932786448516
-0.17853231151817006,0.480513657325643,0.4988689713417811
-0.16855553353402541,0.47229443484748224,0.4804115106886
-0.15997921326736897,0.4730139640511597,0.4689484923405942
-0.1490147270435962,0.4764986378106335,0.46045768407910614
-0.12209203896132603,0.47533278462762407,0.452802297760023
-0.09621294092926114,0.4705622926714428,0.4471758669027146
-0.11468468139773424,0.4577751522288014,0.4350185579509329
-0.1383617616598931,0.44119378689095345,0.4199112386652759
-0.1424732175111192,0.42518272626191855,0.40055494441865225
-0.13711040758241566,0.4139781823490152,0.38008181686935183
-0.1371379396698167,0.3996748600508342,0.36017589283093887
-0.13701211089798537,0.3861351702361282,0.3446279061263695
-0.13513227570449526,0.3733705420638893,0.33038702313449253
-0.13532705204847328,0.3585780969047776,0.31833898935638594
-0.1352941344766876,0.3472545863946248,0.3072433252500213
-0.13287467243713902,0.34265062962050585,0.30110158107070717
-0.12995617987235253,0.33969291938167645,0.3009106104847419
-0.125629499018463,0.3319960514022888,0.2987090085303614
-0.12015297122480462,0.32978330547482315,0.29683470830879743
-0.11197371386068422,0.33768550896231986,0.2954449594895694
-0.10307033207796223,0.3494349837287172,0.2943902884260958
-0.09494704229541107,0.3587992092724459,0.29660852511088187
-0.08850216811489808,0.36552133826296096,0.29752600786024264
-0.09558053453891624,0.3651952004751866,0.30182527545124627
-0.10527044742191727,0.36005988963306645,0.303978248182994
-0.10040598770298548,0.36545866485977463,0.30302543398724513
-0.07780708173646023,0.37977571084513784,0.26512103560095657
-0.07019533174586545,0.37825565729529265,0.25163706132006425
-0.07252892964771718,0.36837360826379584,0.23754799656824854
-0.07427522910112305,0.3636886003518147,0.2309656304689911
-0.06960258094642313,0.35449347368781314,0.22390296116130948
-0.07016418333635865,0.3430340073104716,0.2129194167329005
-0.1929369599634727,0.33102276770012207,0.2048585534950127
-0.346147024755286,0.3218718160698373,0.20372582293474917
-0.40016540617715,0.31167855176901327,0.2035178396998889
-0.35198153554079337,0.2969192881877136,0.19530440068008126
-0.24412962341549616,0.2822282115830248,0.18482561452804802
-0.12708199642657192,0.2726029052456038,0.17883373139015113
-0.08258078039664074,0.2659560413408846,0.17448233031049742
-0.1286677205743345,0.2672076610669052,0.17159649680482936
