ankle_angle,knee_angle,hip_angle
-0.134364393401713,0.102486686037927,0.54558983575737
-0.142134575144458,0.113623549984624,0.543424848314787
-0.150553827904516,0.124480574486616,0.540767353425728
-0.159603898247277,0.135051509202015,0.53762107550593
-0.169241477824374,0.145125209940543,0.53382381118093
-0.178778561401736,0.155065001127148,0.529820989114488
-0.188125401261048,0.164930711729171,0.525664283675357
-0.196392183289532,0.175030305549354,0.521503517346586
-0.203432732991278,0.185511205861184,0.517464621116533
-0.209263549147332,0.196378670537528,0.513559994834993
-0.212716621458689,0.207996089504643,0.509898208768501
-0.214203663105064,0.220149483278192,0.50633694059793
-0.214014225684346,0.232712673869847,0.502817558077014
-0.211381068785775,0.245712240063119,0.499197733110891
-0.20687411402044,0.258830160498263,0.495297380755325
-0.200998757741069,0.271910715935063,0.491093328136659
-0.193541888346287,0.284662709673737,0.486311598878353
-0.184937903706859,0.296812739465593,0.480851572469518
-0.175672488156075,0.30835548040097,0.474823362629002
-0.165837933576908,0.318926476531386,0.468014187188599
-0.155698301771576,0.328344047195728,0.460413810583879
-0.145486620958327,0.336840454686787,0.452234020674784
-0.1353414070318,0.344174451918128,0.443404554037094
-0.125395512472411,0.350287066191483,0.433998117646245
-0.11568298832265,0.355462126851279,0.424212513133219
-0.106302170999028,0.359628897029629,0.414104515471587
-0.0973465216209269,0.362752452732755,0.403771925682387
-0.088793111828353,0.365050203722782,0.393330363971855
-0.0806671699422977,0.366558272782674,0.382849960672677
-0.0730593304391998,0.367212123335632,0.372389433701722
-0.0659193347934595,0.367160491261225,0.361976743183138
-0.0592066098283493,0.366479687442533,0.351633936721314
-0.05301480261023,0.365063099669768,0.34138619965838
-0.04727866171286,0.363009440764131,0.331231394839935
-0.0419418190725311,0.360406816005212,0.321157748725361
-0.0370836750145024,0.357137111451596,0.311194874954623
-0.0326378586520285,0.353288199306243,0.301342532386704
-0.0285369362076907,0.348980501040773,0.291573840418587
-0.0248554136503204,0.344113055742229,0.281923477691908
-0.021516519657933,0.338818844213836,0.272394521374111
-0.0184683840085607,0.333214905336672,0.262963122797482
-0.0157731236114656,0.327244928576016,0.25365557047749
-0.0133372617113323,0.321073995435687,0.244478767988112
-0.011121484876869,0.31479161289246,0.235433360813289
-0.009145188988307,0.308393783498211,0.226521218759226
-0.0073246225190172,0.301999565618264,0.217751188468026
-0.0056121660867273,0.295680475960987,0.209125887428689
-0.004007174868252,0.289446475036083,0.200638762256429
-0.0024361335792619,0.283367085575779,0.192295810717167
-0.000861699827946,0.277501171388295,0.184108642608656
0.0007356537946224,0.271857486437693,0.176104426754644
0.0023875896309184,0.266453635974019,0.168277081362284
0.0041149353532933,0.261339857140594,0.160653933825829
0.0059234992745887,0.256491890069131,0.153241398517156
0.0078182577878452,0.251890904779524,0.146011525602739
0.0098237868538703,0.247590917633717,0.139006808607337
0.011929788978008,0.24352869494877,0.132188265818358
0.0141477738657648,0.239688706502454,0.12555058544638
0.0164997348439299,0.236100357159462,0.119119993672235
0.018962323807194,0.232699405621103,0.112862501806801
0.0215436546579607,0.229462795626938,0.106783104912529
0.0242433392309721,0.226386288080162,0.100880129639285
0.0270382365486214,0.223430224991426,0.0951604567015376
0.0299098900321574,0.220566843909798,0.0896126622277078
0.0328455316693697,0.217784205196561,0.0842183699448288
0.0358395800449703,0.215081462457142,0.0789956979759815
0.0388711075453008,0.212444521979021,0.0739145311058019
0.0419402412093112,0.209867044895132,0.0689466347535884
0.0450462365314046,0.20735577665419,0.0641002239748358
0.048147289501698,0.204907289525053,0.0593457479188289
0.0512407874651308,0.202522318066122,0.0546598407959767
0.05429367222508,0.200199129366055,0.0500386039105023
0.0572839599081368,0.197996607681166,0.0454511249802708
0.0602267484678507,0.19591552726762,0.040877176479303
0.0630994590218538,0.193982149493276,0.0362836937665914
0.0659400802810861,0.192328108550024,0.0316667047146019
